cell_type,gene_symbol
Microglia,Ccdc88b
Microglia,Ccdc9
Microglia,Ccl12
Microglia,Ccl24
Microglia,Ccl2
Microglia,Ccl3
Microglia,Ccl4
Microglia,Ccl6
Microglia,Ccl7
Microglia,Ccr1
Microglia,Ccr5
Microglia,Cd14
Microglia,Cd163
Microglia,Cd200r1
Microglia,Cd209f
Microglia,Cd209g
Microglia,Cd300a
Microglia,Cd33
Microglia,Cd36
Microglia,Cd37
Microglia,Cd48
Microglia,Cd53
Microglia,Cd68
Microglia,Cd83
Microglia,Cd84
Microglia,Cd86
Microglia,Cebpa
Microglia,Cenpf
Microglia,Cep110
Microglia,Cfhr2
Microglia,Cfp
Microglia,Ch25h
Microglia,Clcn5
Microglia,Clec10a
Microglia,Clec4a2
Microglia,Clec4a3
Microglia,Clec4n
Microglia,Clec5a
Microglia,Cmah
Microglia,Cotl1
Microglia,Cradd
Microglia,Creg1
Microglia,Cryl1
Microglia,Csf1r
Microglia,Csf3r
Microglia,Csk
Microglia,Ctsb
Microglia,Ctsc
Microglia,Ctsd
Microglia,Ctss
Microglia,Ctsz
Microglia,Cx3cr1
Microglia,Cxcl10
Microglia,Cxcl16
Microglia,Cxcl1
Microglia,Cxcl2
Microglia,Cybb
Microglia,Cysltr1
Microglia,Cyth4
Microglia,D830030K20Rik_loc2
Microglia,Dab2
Microglia,Dazap2
Microglia,Dclre1c
Microglia,Dennd1b
Microglia,Dennd1c
Microglia,Dhdh
Microglia,Dnase2a
Microglia,Dock2
Microglia,Dock8
Microglia,Dram1
Microglia,Dse
Microglia,Dsn1
Microglia,Dtx2
Microglia,E230029C05Rik
Microglia,Ebi3
Microglia,Egr2
Microglia,Ehd1
Microglia,Ehd4
Microglia,Elmsan1
Microglia,Eml3
Microglia,Emr1
Microglia,Epsti1
Microglia,Ethe1
Microglia,Evi2b
Microglia,F13a1
Microglia,Fau
Microglia,Fbxw4
Microglia,Fcer1g
Microglia,Fcgr1
Microglia,Fcgr2b
Microglia,Fcgr3
Microglia,Fcna
Microglia,Fcrls
Microglia,Fermt3
Microglia,Fgd2
Microglia,Fmo5
Microglia,Fndc3a
Microglia,Fnip2
Microglia,Folr2
Microglia,Frrs1
Microglia,Ftl1
Microglia,G530011O06Rik
Microglia,Galnt12
Microglia,Gdf15
Microglia,Gdpd3
Microglia,Gins2
Microglia,Gm10336
Microglia,Gm13139_loc1
Microglia,Gm13139_loc2
Microglia,Gm13476
Microglia,Gm14548
Microglia,Gm20605
Microglia,Gm2382
Microglia,Gm5086
Microglia,Gm6377
Microglia,Gm8615
Microglia,Gmfg
Microglia,Gnpda1
Microglia,Gns
Microglia,Gp49a
Microglia,Gpr160
Microglia,Gpr183
Microglia,Gpr34
Microglia,Gpr65
Microglia,Gpx3
Microglia,Grn
Microglia,H2-Aa
Microglia,H2-Q10
Microglia,H2-Q2
Microglia,Havcr2
Microglia,Hck
Microglia,Hcls1
Microglia,Hexa
Microglia,Hexb
Microglia,Hist1h2ae
Microglia,Hist1h3i
Microglia,Hist2h2bb
Microglia,Hk2
Microglia,Hk3
Microglia,Hmha1
Microglia,Hmox1
Microglia,Hpgd
Microglia,Hpgds
Microglia,Hps3
Microglia,Hvcn1
Microglia,Ier5
Microglia,Ifi202b
Microglia,Ifi203
Microglia,Ifi204
Microglia,Ifi27l2a
Microglia,Igsf6
Microglia,Ikzf1
Microglia,Il10ra
Microglia,Il16
Microglia,Il18bp
Microglia,Il1a
Microglia,Il1b
Microglia,Il4ra
Microglia,Inpp5d
Microglia,Irak4
Microglia,Irf5
Microglia,Irf8
Microglia,Itgam
Microglia,Itgb2
Microglia,Itsn1
Microglia,Jmjd1c
Microglia,Kdm2b
Microglia,Khk
Microglia,Lair1
Microglia,Laptm5
Microglia,Lat2
Microglia,Lcp1
Microglia,Lcp2
Microglia,Leprel1
Microglia,Lgmn
Microglia,Lilra5
Microglia,Lilrb4
Microglia,Lpxn
Microglia,Lrmp
Microglia,Lrp6
Microglia,Lst1
Microglia,Ly86
Microglia,Ly96
Microglia,Lyl1
Microglia,Lyve1
Microglia,Lyz1
Microglia,Lyz2
Microglia,Maf
Microglia,Maml1
Microglia,Man1c1
Microglia,Man2b1
Microglia,Map3k14
Microglia,Mapkapk2
Microglia,Marcks
Microglia,Masp2
Microglia,Mb21d1
Microglia,Mbnl1
Microglia,Mcfd2
Microglia,Mettl20
Microglia,Mfsd1
Microglia,Mgl2
Microglia,Milr1
Microglia,Mir1903
Microglia,Mir692-1
Microglia,Mki67
Microglia,Mknk1
Microglia,Mlxipl
Microglia,Mnda
Microglia,Mocos
Microglia,Mpeg1
Microglia,Mpp1
Microglia,Mrc1
Microglia,Ms4a6b
Microglia,Ms4a6c
Microglia,Ms4a6d
Microglia,Ms4a7
Microglia,Msr1
Microglia,Mtr
Microglia,Myo1f
Microglia,Nagpa
Microglia,Ncf1
Microglia,Ncf2
Microglia,Ncf4
Microglia,Nckap1l
Microglia,Ncoa3
Microglia,Ndst2
Microglia,Nfam1
Microglia,Nfatc2
Microglia,Nfkbid
Microglia,Nfxl1
Microglia,Nhlrc3
Microglia,Ninj1
Microglia,Nlrp3
Microglia,Nnt
Microglia,Npl
Microglia,Nrros
Microglia,Nuak2
Microglia,Orai1
Microglia,Osbpl11
Microglia,P2rx4
Microglia,P2rx7
Microglia,P2ry12
Microglia,P2ry13
Microglia,P2ry6
Microglia,Pacsin2
Microglia,Paox
Microglia,Parvg
Microglia,Pde3b
Microglia,Pf4
Microglia,Phf15
Microglia,Pik3cd
Microglia,Pik3cg
Microglia,Pik3r5
Microglia,Pira4
Microglia,Pirb
Microglia,Pisd-ps3
Microglia,Pkn1
Microglia,Pla2g15
Microglia,Plagl2
Microglia,Plau
Microglia,Plcg2
Microglia,Pld4
Microglia,Plek
Microglia,Pmf1
Microglia,Pnrc1
Microglia,Pola1
Microglia,Ppcdc
Microglia,Ptafr
Microglia,Ptplad2
Microglia,Ptpn18
Microglia,Ptpn6
Microglia,Pxn
Microglia,Pycard
Microglia,Pyroxd2
Microglia,Rab32
Microglia,Rab39
Microglia,Rab3il1
Microglia,Rab43
Microglia,Rab8b
Microglia,Rac2
Microglia,Rad51ap1
Microglia,Rbpj
Microglia,Rcan1
Microglia,Rel
Microglia,Renbp
Microglia,Rgs1
Microglia,Rgs2
Microglia,Rhoh
Microglia,Rilpl2
Microglia,Rnasel
Microglia,Rnf19b
Microglia,Rnu12
Microglia,Rp2h
Microglia,Rpl35a
Microglia,Rplp1
Microglia,Rrp1b
Microglia,Sash3
Microglia,Scel
Microglia,Scpep1
Microglia,Selplg
Microglia,Serpinb8
Microglia,Sgpl1
Microglia,Sgsh
Microglia,Sh2b2
Microglia,Sh2b3
Microglia,Sh3bp1
Microglia,Shcbp1
Microglia,Siglech
Microglia,Skap2
Microglia,Sla
Microglia,Slamf9
Microglia,Slc15a3
Microglia,Slc16a6
Microglia,Slc2a5
Microglia,Slc37a2
Microglia,Slc38a6
Microglia,Slc7a7
Microglia,Slc9a9
Microglia,Slfn2
Microglia,Snord17
Microglia,Snx2
Microglia,Snx5
Microglia,Sp110
Microglia,Spi1
Microglia,Spidr
Microglia,Srgap2
Microglia,Ssh2
Microglia,Stab1
Microglia,Stag3
Microglia,Stk3
Microglia,Susd1
Microglia,Susd3
Microglia,Syk
Microglia,Tagap1
Microglia,Tagap
Microglia,Tbxas1
Microglia,Tfec
Microglia,Tgfbi
Microglia,Tgfbr1
Microglia,Tln2
Microglia,Tlr13
Microglia,Tlr2
Microglia,Tlr7
Microglia,Tmco4
Microglia,Tmem106a
Microglia,Tmem119
Microglia,Tmem86a
Microglia,Tmem8
Microglia,Tnfaip8l2
Microglia,Tnf
Microglia,Tnfrsf11a
Microglia,Tnfrsf1b
Microglia,Tnfsf9
Microglia,Trem2
Microglia,Trim21
Microglia,Tslp
Microglia,Tubb6
Microglia,Tuft1
Microglia,Twf1
Microglia,Tyms
Microglia,Tyrobp
Microglia,Uap1l1
Microglia,Ugt1a2
Microglia,Ugt1a7c
Microglia,Unc93b1
Microglia,Vav1
Microglia,Vcan
Microglia,Wdfy4
Microglia,Wfdc17
Microglia,Wsb1
Microglia,Wwp1
Microglia,Xlr
Microglia,Zc3h12c
Microglia,Zfp110
Microglia,Zfp568
Microglia,Zfp710
Microglia,Zswim6
CA1 Pyramidal,0610010B08Rik_loc4
CA1 Pyramidal,1500015A07Rik
CA1 Pyramidal,2610018G03Rik
CA1 Pyramidal,4831440E17Rik
CA1 Pyramidal,4931440F15Rik
CA1 Pyramidal,4933426M11Rik
CA1 Pyramidal,5730577I03Rik
CA1 Pyramidal,9930014A18Rik
CA1 Pyramidal,A230077H06Rik
CA1 Pyramidal,A930024E05Rik
CA1 Pyramidal,Abhd17c
CA1 Pyramidal,Abi1
CA1 Pyramidal,Acot4
CA1 Pyramidal,Actl6b
CA1 Pyramidal,Actr2
CA1 Pyramidal,Actr3
CA1 Pyramidal,Adamts7
CA1 Pyramidal,Adck3
CA1 Pyramidal,Add2
CA1 Pyramidal,Adra1d
CA1 Pyramidal,Adra2c
CA1 Pyramidal,AF357355
CA1 Pyramidal,Aff3
CA1 Pyramidal,Agap3
CA1 Pyramidal,Agfg2
CA1 Pyramidal,Ahi1
CA1 Pyramidal,AI115009
CA1 Pyramidal,Alox12b
CA1 Pyramidal,Aloxe3
CA1 Pyramidal,Amz1
CA1 Pyramidal,Ano5
CA1 Pyramidal,Ap1s1
CA1 Pyramidal,Ap2b1
CA1 Pyramidal,Ap3b2
CA1 Pyramidal,Ar
CA1 Pyramidal,Arf1
CA1 Pyramidal,Arf5
CA1 Pyramidal,Arhgap39
CA1 Pyramidal,Arhgef28
CA1 Pyramidal,Arhgef9
CA1 Pyramidal,Arl15
CA1 Pyramidal,Arpc2
CA1 Pyramidal,Arpc5
CA1 Pyramidal,Arsj
CA1 Pyramidal,Asap2
CA1 Pyramidal,Asphd2
CA1 Pyramidal,B3gat1
CA1 Pyramidal,B4galnt1
CA1 Pyramidal,Bag4
CA1 Pyramidal,BC048507
CA1 Pyramidal,Bcr
CA1 Pyramidal,Bhlhe22
CA1 Pyramidal,Brd9
CA1 Pyramidal,Bves
CA1 Pyramidal,C030023E24Rik
CA1 Pyramidal,C230091D08Rik
CA1 Pyramidal,C2cd2l
CA1 Pyramidal,C2cd4b
CA1 Pyramidal,Cacna1e
CA1 Pyramidal,Cacng8
CA1 Pyramidal,Cadm2
CA1 Pyramidal,Camsap3
CA1 Pyramidal,Camta2
CA1 Pyramidal,Casd1
CA1 Pyramidal,Ccdc109b
CA1 Pyramidal,Ccdc112
CA1 Pyramidal,Ccdc177
CA1 Pyramidal,Ccdc32
CA1 Pyramidal,Ccdc85b
CA1 Pyramidal,Ccdc88c
CA1 Pyramidal,Ccrn4l
CA1 Pyramidal,Cdc25b
CA1 Pyramidal,Cdc40
CA1 Pyramidal,Cdk17
CA1 Pyramidal,Cds1
CA1 Pyramidal,Celf1
CA1 Pyramidal,Celsr2
CA1 Pyramidal,Chd3
CA1 Pyramidal,Chrd
CA1 Pyramidal,Chrm5
CA1 Pyramidal,Chst15
CA1 Pyramidal,Chst1
CA1 Pyramidal,Clcnka
CA1 Pyramidal,Cpne6
CA1 Pyramidal,Cpsf2
CA1 Pyramidal,Cpt1c
CA1 Pyramidal,Crym
CA1 Pyramidal,Csmd1
CA1 Pyramidal,Cstf3
CA1 Pyramidal,Ctnnd2
CA1 Pyramidal,Cys1
CA1 Pyramidal,D430019H16Rik
CA1 Pyramidal,D630045J12Rik
CA1 Pyramidal,D8Ertd82e
CA1 Pyramidal,Dagla
CA1 Pyramidal,Dancr
CA1 Pyramidal,Dapk1
CA1 Pyramidal,Dcakd
CA1 Pyramidal,Dcbld1
CA1 Pyramidal,Dclk2
CA1 Pyramidal,Dcn
CA1 Pyramidal,Depdc7
CA1 Pyramidal,Diap3
CA1 Pyramidal,Dio3
CA1 Pyramidal,Dlgap4
CA1 Pyramidal,Doc2b
CA1 Pyramidal,Dock4
CA1 Pyramidal,Dpf1
CA1 Pyramidal,Dpyd
CA1 Pyramidal,Drd5
CA1 Pyramidal,Dscaml1
CA1 Pyramidal,Dtnbp1
CA1 Pyramidal,Dtwd1
CA1 Pyramidal,Dusp4
CA1 Pyramidal,E030013I19Rik
CA1 Pyramidal,E130008D07Rik
CA1 Pyramidal,Efcab6
CA1 Pyramidal,Efr3a
CA1 Pyramidal,Eid1
CA1 Pyramidal,Elk1
CA1 Pyramidal,Epha6
CA1 Pyramidal,Ephb2
CA1 Pyramidal,Etv1
CA1 Pyramidal,Evc2
CA1 Pyramidal,Faah
CA1 Pyramidal,Fam103a1
CA1 Pyramidal,Fam132a
CA1 Pyramidal,Fam210b
CA1 Pyramidal,Fam60a
CA1 Pyramidal,Fam65a
CA1 Pyramidal,Fat4
CA1 Pyramidal,Fbn1
CA1 Pyramidal,Fbn2
CA1 Pyramidal,Fgf10
CA1 Pyramidal,Figf
CA1 Pyramidal,Fkbp1a
CA1 Pyramidal,Fkbp5
CA1 Pyramidal,Fndc4
CA1 Pyramidal,Foxo6
CA1 Pyramidal,Fras1
CA1 Pyramidal,Ftx
CA1 Pyramidal,Gabbr1
CA1 Pyramidal,Gabra5
CA1 Pyramidal,Gal3st3
CA1 Pyramidal,Galnt16
CA1 Pyramidal,Galnt3
CA1 Pyramidal,Gapdh
CA1 Pyramidal,Garem
CA1 Pyramidal,Gm10649
CA1 Pyramidal,Gm10664
CA1 Pyramidal,Gm10754
CA1 Pyramidal,Gm12070
CA1 Pyramidal,Gm13315
CA1 Pyramidal,Gm15706
CA1 Pyramidal,Gm1653
CA1 Pyramidal,Gm20754
CA1 Pyramidal,Gm21949
CA1 Pyramidal,Gm3086
CA1 Pyramidal,Gm3696
CA1 Pyramidal,Gm4926
CA1 Pyramidal,Gm5512_loc2
CA1 Pyramidal,Gm996
CA1 Pyramidal,Gnaq
CA1 Pyramidal,Gpd2
CA1 Pyramidal,Gpr151
CA1 Pyramidal,Gpr161
CA1 Pyramidal,Gpr25
CA1 Pyramidal,Gpr39
CA1 Pyramidal,Gpr45
CA1 Pyramidal,Gpr63
CA1 Pyramidal,Gpr64
CA1 Pyramidal,Grasp
CA1 Pyramidal,Grem1
CA1 Pyramidal,Grid1
CA1 Pyramidal,Grin2a
CA1 Pyramidal,Grina
CA1 Pyramidal,Gse1
CA1 Pyramidal,Gstm6
CA1 Pyramidal,H2-DMa
CA1 Pyramidal,Has3
CA1 Pyramidal,Hectd2
CA1 Pyramidal,Hs6st3
CA1 Pyramidal,Htr4
CA1 Pyramidal,Htr5b
CA1 Pyramidal,Hunk
CA1 Pyramidal,Ido2
CA1 Pyramidal,Ifngr2
CA1 Pyramidal,Igbp1b
CA1 Pyramidal,Insl5
CA1 Pyramidal,Irak1bp1
CA1 Pyramidal,Itgbl1
CA1 Pyramidal,Jph1
CA1 Pyramidal,Jph4
CA1 Pyramidal,Kbtbd11
CA1 Pyramidal,Kcna4
CA1 Pyramidal,Kcnb2
CA1 Pyramidal,Kcng2
CA1 Pyramidal,Kcnq3
CA1 Pyramidal,Klf16
CA1 Pyramidal,Klhl22
CA1 Pyramidal,Klhl3
CA1 Pyramidal,Klk7
CA1 Pyramidal,Krt2
CA1 Pyramidal,Krt79
CA1 Pyramidal,Ksr1
CA1 Pyramidal,Lct
CA1 Pyramidal,Lenep
CA1 Pyramidal,Lmo1
CA1 Pyramidal,Lmo7
CA1 Pyramidal,Lor
CA1 Pyramidal,Lphn3
CA1 Pyramidal,Lrfn2
CA1 Pyramidal,Lrrc73
CA1 Pyramidal,Lrrc7
CA1 Pyramidal,Lrrn2
CA1 Pyramidal,Lrrn4
CA1 Pyramidal,Lypd1
CA1 Pyramidal,Lzts3
CA1 Pyramidal,Mageb16
CA1 Pyramidal,Mageb16-ps1
CA1 Pyramidal,Magee2
CA1 Pyramidal,Map4
CA1 Pyramidal,March3
CA1 Pyramidal,Mast3
CA1 Pyramidal,Matk
CA1 Pyramidal,Matn2
CA1 Pyramidal,Mc4r
CA1 Pyramidal,Mchr1
CA1 Pyramidal,Meg3
CA1 Pyramidal,Megf11
CA1 Pyramidal,Megf9
CA1 Pyramidal,Mei4
CA1 Pyramidal,Miat
CA1 Pyramidal,Mical2
CA1 Pyramidal,Mir22hg
CA1 Pyramidal,Mkl1
CA1 Pyramidal,Mpp6
CA1 Pyramidal,Msra
CA1 Pyramidal,Mst1r
CA1 Pyramidal,Mtus2
CA1 Pyramidal,Myh7
CA1 Pyramidal,Naa38
CA1 Pyramidal,Napg
CA1 Pyramidal,Nat14
CA1 Pyramidal,Nbea
CA1 Pyramidal,Nckap1
CA1 Pyramidal,Ncoa7
CA1 Pyramidal,Ndst3
CA1 Pyramidal,Ndst4
CA1 Pyramidal,Nedd4l
CA1 Pyramidal,Nlgn1
CA1 Pyramidal,Nos1ap
CA1 Pyramidal,Nos1
CA1 Pyramidal,Npas2
CA1 Pyramidal,Npbwr1
CA1 Pyramidal,Npdc1
CA1 Pyramidal,Nphp4
CA1 Pyramidal,Npr3
CA1 Pyramidal,Nr4a2
CA1 Pyramidal,Nrip1
CA1 Pyramidal,Nsun7
CA1 Pyramidal,Ntn3
CA1 Pyramidal,Ntng1
CA1 Pyramidal,Ogfod1
CA1 Pyramidal,Onecut2
CA1 Pyramidal,Orai2
CA1 Pyramidal,Osbpl6
CA1 Pyramidal,Otub2
CA1 Pyramidal,Palm3
CA1 Pyramidal,Pcdh19
CA1 Pyramidal,Pcdhb7
CA1 Pyramidal,Pck2
CA1 Pyramidal,Pde10a
CA1 Pyramidal,Pfn2
CA1 Pyramidal,Pianp
CA1 Pyramidal,Pip4k2c
CA1 Pyramidal,Pip5k1a
CA1 Pyramidal,Pkp2
CA1 Pyramidal,Pla2g4b
CA1 Pyramidal,Plch2
CA1 Pyramidal,Plcz1
CA1 Pyramidal,Plxna1
CA1 Pyramidal,Plxnc1
CA1 Pyramidal,Pnmal1
CA1 Pyramidal,Pole4
CA1 Pyramidal,Pou3f1
CA1 Pyramidal,Ppapdc2
CA1 Pyramidal,Ppfia2
CA1 Pyramidal,Ppp1r14c
CA1 Pyramidal,Ppp4r4
CA1 Pyramidal,Prickle2
CA1 Pyramidal,Prkab2
CA1 Pyramidal,Prkag2
CA1 Pyramidal,Prnp
CA1 Pyramidal,Psd3
CA1 Pyramidal,Psrc1
CA1 Pyramidal,Ptprs
CA1 Pyramidal,Ptpru
CA1 Pyramidal,Pwwp2b
CA1 Pyramidal,Pxdn
CA1 Pyramidal,Pygo1
CA1 Pyramidal,Rab3d
CA1 Pyramidal,Rab3ip
CA1 Pyramidal,Rae1
CA1 Pyramidal,Rap2b
CA1 Pyramidal,Rapgefl1
CA1 Pyramidal,Rasal1
CA1 Pyramidal,Rbbp7
CA1 Pyramidal,Rbfox2
CA1 Pyramidal,Rbm43
CA1 Pyramidal,Rem2
CA1 Pyramidal,Retn
CA1 Pyramidal,Rgs11
CA1 Pyramidal,Rnf150
CA1 Pyramidal,Rnf165
CA1 Pyramidal,Rock2
CA1 Pyramidal,Rogdi
CA1 Pyramidal,Rps6kl1
CA1 Pyramidal,Rpusd1
CA1 Pyramidal,Rspo2
CA1 Pyramidal,Rtf1
CA1 Pyramidal,Runx1t1
CA1 Pyramidal,Runx2
CA1 Pyramidal,Rxrg
CA1 Pyramidal,Samd5
CA1 Pyramidal,Sema6b
CA1 Pyramidal,Sept9
CA1 Pyramidal,Serpina3c
CA1 Pyramidal,Serpina3g
CA1 Pyramidal,Serpina3h
CA1 Pyramidal,Sertm1
CA1 Pyramidal,Sez6l
CA1 Pyramidal,Sh3bp5
CA1 Pyramidal,Sh3rf1
CA1 Pyramidal,Shank2
CA1 Pyramidal,Sipa1l3
CA1 Pyramidal,Slc16a14
CA1 Pyramidal,Slc26a4
CA1 Pyramidal,Slc4a7
CA1 Pyramidal,Slc9a2
CA1 Pyramidal,Slc9a4
CA1 Pyramidal,Slit1
CA1 Pyramidal,Slitrk3
CA1 Pyramidal,Slitrk5
CA1 Pyramidal,Snhg10
CA1 Pyramidal,Sorl1
CA1 Pyramidal,Sowaha
CA1 Pyramidal,Speg
CA1 Pyramidal,Spin1
CA1 Pyramidal,Spink8
CA1 Pyramidal,Srgap3
CA1 Pyramidal,Sstr3
CA1 Pyramidal,Sstr4
CA1 Pyramidal,Ssx2ip
CA1 Pyramidal,St7
CA1 Pyramidal,St8sia3
CA1 Pyramidal,Stim2
CA1 Pyramidal,Stxbp5
CA1 Pyramidal,Sub1
CA1 Pyramidal,Sult5a1
CA1 Pyramidal,Syne1_loc1
CA1 Pyramidal,Syngap1
CA1 Pyramidal,Syt17
CA1 Pyramidal,Tacr3
CA1 Pyramidal,Tanc1
CA1 Pyramidal,Tbata
CA1 Pyramidal,Tceal3
CA1 Pyramidal,Tcf20
CA1 Pyramidal,Tenm4
CA1 Pyramidal,Thrb
CA1 Pyramidal,Thsd7b
CA1 Pyramidal,Tmem150c
CA1 Pyramidal,Tmem200a
CA1 Pyramidal,Tmem74
CA1 Pyramidal,Tmem8b
CA1 Pyramidal,Tnfrsf25
CA1 Pyramidal,Tnr
CA1 Pyramidal,Traip
CA1 Pyramidal,Trank1
CA1 Pyramidal,Trio
CA1 Pyramidal,Ttc19
CA1 Pyramidal,Tubb2a-ps2
CA1 Pyramidal,Tub
CA1 Pyramidal,Uhrf1bp1l
CA1 Pyramidal,Unc13b
CA1 Pyramidal,Unc79
CA1 Pyramidal,Usp27x
CA1 Pyramidal,Usp46
CA1 Pyramidal,Wasl
CA1 Pyramidal,Wbscr17
CA1 Pyramidal,Wfs1
CA1 Pyramidal,Wipf3
CA1 Pyramidal,Wscd2
CA1 Pyramidal,Xkr4
CA1 Pyramidal,Ydjc
CA1 Pyramidal,Ypel1
CA1 Pyramidal,Ywhaz
CA1 Pyramidal,Zc3h12b
CA1 Pyramidal,Zcchc16
CA1 Pyramidal,Zfp189
CA1 Pyramidal,Zfp251
CA1 Pyramidal,Zfp462
CA1 Pyramidal,Zfp667
CA1 Pyramidal,Zfp831
CA1 Pyramidal,Zfp92
CA1 Pyramidal,Zranb3
CA1 Pyramidal,Zscan18
CA1 Pyramidal,Zswim5
CA1 Pyramidal,Zyg11b
Interneuron,1700023F06Rik
Interneuron,2310030G06Rik
Interneuron,2310042E22Rik
Interneuron,2610002M06Rik
Interneuron,2610203C20Rik
Interneuron,2900056M20Rik
Interneuron,4930563E22Rik
Interneuron,5330434G04Rik
Interneuron,6330409D20Rik
Interneuron,6430573F11Rik
Interneuron,A330076H08Rik
Interneuron,A330102I10Rik
Interneuron,A430107P09Rik
Interneuron,A530058N18Rik
Interneuron,A830082N09Rik
Interneuron,Ache
Interneuron,Acot7
Interneuron,Adamts17
Interneuron,Adar
Interneuron,Afap1
Interneuron,Agtpbp1
Interneuron,AI504432
Interneuron,AI854703
Interneuron,Akap7
Interneuron,Alg2
Interneuron,Alk
Interneuron,Ank1
Interneuron,Ankrd34b
Interneuron,Ankrd55
Interneuron,Ankrd6
Interneuron,Apba1
Interneuron,Araf
Interneuron,Arhgap24
Interneuron,Armcx2
Interneuron,Armcx4
Interneuron,Arnt2
Interneuron,Arrb1
Interneuron,Arx
Interneuron,Arxes1
Interneuron,B230216G23Rik
Interneuron,B4galt5
Interneuron,B630019K06Rik
Interneuron,Baiap2l2
Interneuron,Baiap3
Interneuron,BC005764
Interneuron,BC030867
Interneuron,Bcat1
Interneuron,Bean1
Interneuron,Blcap
Interneuron,Bmp3
Interneuron,Btbd11
Interneuron,Btbd2
Interneuron,C1ql1
Interneuron,Cacng5
Interneuron,Calb2
Interneuron,Calca
Interneuron,Camk2d
Interneuron,Ccnh
Interneuron,Cdh7
Interneuron,Cds2
Interneuron,Celf6
Interneuron,Cib2
Interneuron,Cidea
Interneuron,Cilp2
Interneuron,Clnk
Interneuron,Clrn1
Interneuron,Cnr1
Interneuron,Cntn5
Interneuron,Cntnap3
Interneuron,Col19a1
Interneuron,Col25a1
Interneuron,Col26a1
Interneuron,Coprs
Interneuron,Cox7b
Interneuron,Crabp1
Interneuron,Crhbp
Interneuron,Cul7
Interneuron,Cxadr
Interneuron,Cxx1c
Interneuron,Cygb
Interneuron,Dcaf7
Interneuron,Diras1
Interneuron,Dlat
Interneuron,Dleu7
Interneuron,Dlx1
Interneuron,Dlx1os
Interneuron,Dlx2
Interneuron,Dlx6
Interneuron,Dlx6os1
Interneuron,Dnajc12
Interneuron,Dnajc27
Interneuron,Dnajc5
Interneuron,Dnajc6
Interneuron,Dnm3
Interneuron,Dpysl4
Interneuron,Dpysl5
Interneuron,Dynll2
Interneuron,E130309F12Rik
Interneuron,E230016M11Rik
Interneuron,Ece2
Interneuron,Eepd1
Interneuron,Egln3
Interneuron,Eif4a2
Interneuron,Elavl2
Interneuron,Elfn1
Interneuron,Elmo1
Interneuron,Elovl4
Interneuron,Emc9
Interneuron,Eme2
Interneuron,Entpd3
Interneuron,Epb4.1l1
Interneuron,Evl
Interneuron,Faim2
Interneuron,Fam20c
Interneuron,Fam216a
Interneuron,Fam63b
Interneuron,Fgf11
Interneuron,Fgf18
Interneuron,Flot1
Interneuron,Flrt3
Interneuron,Foxred2
Interneuron,Frmd7
Interneuron,Fstl5
Interneuron,Gabarapl1
Interneuron,Gad1
Interneuron,Gad2
Interneuron,Gatsl2
Interneuron,Gfpt2
Interneuron,Gipc2
Interneuron,Gldn
Interneuron,Gm10406
Interneuron,Gm14434_loc1
Interneuron,Gm14434_loc4
Interneuron,Gm15612
Interneuron,Gm1604b_loc1
Interneuron,Gm3020_loc1
Interneuron,Gm3494_loc2
Interneuron,Gm5087
Interneuron,Gm5607
Interneuron,Gm5796
Interneuron,Gm9962
Interneuron,Gnas
Interneuron,Gng4
Interneuron,Gnl1
Interneuron,Gnl3l
Interneuron,Got2
Interneuron,Gpr123
Interneuron,Gpr176
Interneuron,Gpr3
Interneuron,Gria4
Interneuron,Grik1
Interneuron,Grik2
Interneuron,Grip1
Interneuron,Grpr
Interneuron,Hdac6
Interneuron,Hdac9
Interneuron,Hdgfrp3
Interneuron,Hexim2
Interneuron,Hmga1-rs1
Interneuron,Hmgb3
Interneuron,Hmgcll1
Interneuron,Hrh2
Interneuron,Htr2c
Interneuron,Htr3a
Interneuron,Htr5a
Interneuron,Iglon5
Interneuron,Igsf10
Interneuron,Igsf3
Interneuron,Impact
Interneuron,Inadl_loc1
Interneuron,Isoc1
Interneuron,Itga3
Interneuron,Kcna3
Interneuron,Kcnc1
Interneuron,Kcnd3
Interneuron,Kcnh2
Interneuron,Kcnip1
Interneuron,Kcnmb2
Interneuron,Kctd6
Interneuron,Kctd8
Interneuron,Klhdc2
Interneuron,Klhl29
Interneuron,Klhl32
Interneuron,Krt73
Interneuron,Lancl3
Interneuron,Ldoc1
Interneuron,Lhfpl3
Interneuron,Lhfpl5
Interneuron,Lig1
Interneuron,Limk1
Interneuron,Lrp12
Interneuron,Lypd6
Interneuron,Lysmd4
Interneuron,Maged2
Interneuron,Magee1
Interneuron,Magi1
Interneuron,Map3k9
Interneuron,Map7d2
Interneuron,Mapk8
Interneuron,Mapk9
Interneuron,March9
Interneuron,Mcf2
Interneuron,Mgat5b
Interneuron,Micu3
Interneuron,Mid2
Interneuron,Mme
Interneuron,Mrap2
Interneuron,Mum1l1
Interneuron,Myh13
Interneuron,Myo16
Interneuron,Myo3b
Interneuron,Mypop
Interneuron,Nalcn
Interneuron,Nap1l3
Interneuron,Nap1l5
Interneuron,Neb
Interneuron,Necab1
Interneuron,Necab2
Interneuron,Neto1
Interneuron,Ngf
Interneuron,Nkrf
Interneuron,Nnmt
Interneuron,Npas1
Interneuron,Npy
Interneuron,Nrip3
Interneuron,Nrtn
Interneuron,Nudt11
Interneuron,Nxph1
